projection|1|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0
asian ppl waving hands|0|14|0|0|0|0|0|0|0|0|0|0|0|0|1|0
happy birthday song hospital nurses asian|0|4|0|0|0|0|0|8|0|1|0|5|0|14|0|0
stern|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
kids costume hat street sign|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
school basketball game|19|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
they go the other end|2|13|0|5|1|1|0|1|0|1|1|0|0|0|0|0
ball bounces on ground|15|5|0|1|5|0|0|0|0|0|0|0|0|0|0|0
boy cake candle flame dark sweater|0|2|0|0|0|0|0|3|0|0|0|13|0|0|0|0
music|0|15|0|1|0|0|0|3|0|0|1|2|0|0|2|0
step rail girl birthday cake family|0|13|0|0|0|0|0|7|0|0|0|4|0|0|0|0
marchers|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
relax|0|12|0|0|0|0|0|0|0|0|0|0|0|0|3|0
speech at graduation ceremony|0|14|6|0|0|0|0|0|0|0|0|0|1|0|0|0
glass|0|18|1|0|0|0|0|0|0|0|0|0|2|0|0|0
young women|0|14|0|0|0|0|0|0|0|1|0|0|0|0|0|0
clapping birthday party cake|0|7|0|0|0|0|0|10|0|0|0|9|1|0|0|0
baby eating spaghetti|0|15|1|0|0|0|0|2|0|0|0|1|4|1|0|0
people marching|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|3
night lights car police street parade|0|14|0|0|0|0|0|0|0|1|0|0|0|0|0|0
parade playing christmas songs|0|17|0|1|1|0|0|1|0|0|0|1|0|1|0|0
dog celebrate birthday|0|10|0|0|0|0|0|5|0|0|0|2|0|0|0|0
baby playing with ballons|0|7|0|0|0|0|0|13|0|0|0|1|0|0|0|0
wand|0|19|0|0|0|0|0|0|1|0|0|0|0|0|0|0
ancient clothing|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
child's birthday party|0|6|0|0|0|0|0|13|0|0|1|7|0|0|0|0
cookers|0|8|11|0|0|0|0|0|0|0|0|0|12|0|0|0
kids meet baseball team|0|2|0|0|0|18|0|0|0|0|0|0|0|0|0|0
pom poms|5|13|0|6|1|2|0|0|0|0|0|0|0|0|0|0
makot|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
travel|0|11|0|0|0|0|1|0|0|3|0|0|0|0|2|0
standing in single file|1|19|0|1|1|1|0|0|0|0|0|0|0|0|0|0
grandad|0|14|0|0|0|0|0|1|0|0|0|0|0|0|0|0
youngest son is toddler|0|18|0|0|0|0|0|2|0|0|0|0|0|0|0|0
babies birtthday party|0|8|0|0|0|0|0|8|0|0|0|4|0|0|0|0
pyjamas|0|12|0|0|0|0|0|0|0|0|1|0|0|2|0|0
glow-in-the-dark|0|13|0|0|0|0|0|0|0|0|0|3|0|0|0|0
tetra|0|17|1|0|0|0|0|2|0|0|0|1|1|0|0|0
baby smiling|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
wind|0|13|0|0|0|0|2|0|0|0|0|0|0|0|0|0
wine|0|18|2|0|0|0|0|0|0|0|0|0|0|0|0|0
bdaay|0|6|1|0|0|0|0|12|0|0|0|5|0|0|1|0
night parade people float|0|14|0|1|0|0|0|1|0|0|0|0|0|0|0|0
disney parade desfile magic kids christmas dancing people street fairytale|0|15|0|0|0|0|0|2|1|0|3|0|0|0|0|0
no clue|1|19|0|1|0|1|0|0|0|0|0|0|0|0|0|0
building crowd building sign tree|0|14|1|0|0|0|0|0|0|0|0|0|0|1|0|0
amusement park parade|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
1st birthday|0|7|0|0|0|0|0|10|0|0|1|7|1|0|0|1
singing class|0|14|0|0|0|0|0|1|0|0|0|0|0|0|0|0
fir|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
people greet each other|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
birthday video message|0|9|0|0|0|0|0|11|0|0|0|2|0|0|0|0
girl blowing out candle|0|6|0|0|0|0|0|1|0|0|0|10|0|0|0|0
armoured|0|12|0|0|0|0|3|0|0|1|0|0|0|0|0|0
veterans parade|0|10|0|0|0|0|0|0|0|1|0|0|0|0|0|5
band street costume flag kight pole building|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|1
truck parade|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
concord|0|14|0|0|0|0|1|0|0|0|0|0|0|0|0|0
childen|0|18|0|0|0|0|0|2|0|0|1|1|0|0|0|0
sword fight|0|19|0|0|0|1|0|0|0|0|0|0|0|0|0|0
dubstep|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
woen|0|19|0|0|0|0|1|0|0|0|0|0|0|0|0|0
message|0|19|0|0|0|0|0|0|0|0|0|0|0|0|1|0
birthday for  a young boy|0|6|0|0|0|0|0|9|0|0|0|6|0|0|0|0
singing song|0|17|0|0|0|0|0|3|0|0|0|1|0|0|0|0
ceromony|0|18|1|0|0|0|0|0|1|0|0|0|0|0|0|1
gradation|0|12|3|0|0|0|0|0|0|0|0|0|0|0|0|0
house tree parade sky flag float|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
children playing soccer|0|3|0|3|12|0|0|0|0|0|0|0|0|0|0|0
rc|0|14|0|0|0|0|1|0|0|0|0|0|0|0|0|0
hairbows|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
ballet performance|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
kid talking|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
yoko ono's birthday|0|13|0|0|0|0|0|2|0|0|0|2|0|0|0|0
pumpkins|0|19|0|0|0|0|0|0|1|0|0|0|0|0|0|0
shelves|0|14|1|0|0|0|0|0|0|0|0|0|0|1|0|0
hands waving|1|19|0|0|1|0|0|0|0|0|0|0|0|0|0|0
musicians|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
elmo|0|10|0|0|0|0|0|0|0|0|10|0|0|0|0|0
pipe bag music|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
singing happy birthday to a dog|0|11|0|0|0|0|0|3|0|0|0|3|0|0|0|0
dancing baby|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
spinning|1|13|0|0|0|1|3|0|0|0|0|0|0|0|0|0
people dancing|0|19|0|0|0|0|0|0|1|0|0|0|0|0|0|0
basketball|16|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0
service|0|18|1|0|0|0|0|0|0|0|0|0|0|0|0|1
bicycle parade|0|14|0|0|0|0|0|0|0|1|0|0|0|0|0|0
adult helping out a little bit|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bright neon lights|0|19|0|0|0|0|1|0|0|0|0|1|0|0|0|0
light sabre|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
cushions|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
kicking ball to each other|2|4|0|5|17|0|0|0|0|0|0|0|0|0|0|0
boy removed object from a box|0|13|0|0|0|0|0|2|0|0|0|1|0|0|0|0
ni os|0|19|0|0|0|0|0|1|0|0|0|0|0|0|0|0
picture of child|0|13|0|0|0|0|0|2|0|0|0|0|0|0|0|0
paper plates eating utensils|0|15|5|0|0|0|0|1|0|0|0|1|4|1|0|0
paddles|0|19|0|0|0|0|0|0|1|0|0|0|0|0|1|0
dressup|0|11|0|0|0|0|0|0|2|0|3|0|0|0|0|1
dogs on table|0|19|0|0|0|0|0|0|0|0|1|0|0|0|0|0
people graduate|0|15|4|0|0|0|0|0|0|1|0|0|0|0|0|0
group men women choir|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
wedding parade|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
happy birthday song singing baby cake|0|8|0|0|0|0|0|11|0|0|0|8|0|0|0|0
sun umbrellas|0|17|0|0|0|0|0|0|0|0|0|0|0|0|4|0
parade w floats|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|1
baby climbing on furniture|1|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0
person|1|14|1|2|1|1|0|0|2|0|0|0|6|0|0|4
bleachers|9|6|0|11|11|8|0|0|1|0|0|0|0|0|0|0
parade car float|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
curtain stage podium man cap gown|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
birthday party woot|0|7|0|0|0|0|0|14|0|0|0|5|0|0|0|0
birthday party at school|0|8|0|0|0|0|0|8|0|0|0|2|0|0|0|0
little girl|0|14|0|0|0|0|0|4|0|0|3|1|0|0|0|0
graduation day|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
letter|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
thriller|2|10|0|1|1|1|0|0|9|0|0|0|0|0|0|0
singer|1|17|0|2|1|1|0|1|0|0|0|0|0|0|1|0
professor|0|13|6|0|0|0|0|0|0|0|0|0|0|3|0|0
giant inflatable cartoon|0|15|0|0|0|0|0|2|0|0|3|0|0|0|0|1
chinese dragon does a display|0|18|0|0|0|0|0|0|0|0|1|0|0|1|0|0
graduation hats|0|15|4|0|0|0|0|0|0|0|0|0|2|0|0|0
graduation celebration|0|12|3|0|0|0|0|0|0|0|0|0|0|0|0|0
children playing|3|16|0|2|3|2|0|0|0|0|1|0|0|0|0|0
ball playing|12|3|0|7|11|9|0|1|0|0|0|0|0|0|0|0
lit fir|0|18|0|0|0|0|0|0|0|0|0|2|0|0|0|0
lessons|1|7|5|1|0|2|0|0|0|0|0|0|0|0|0|0
school awards|0|11|3|0|1|0|0|0|0|0|0|0|0|0|0|0
some kind of graduation|0|13|2|0|0|0|0|0|0|0|0|0|0|0|0|0
aladdin theme|0|14|0|0|0|0|0|2|0|0|1|1|0|0|0|0
introducing someone|1|19|0|1|1|1|0|0|0|0|0|0|0|0|0|0
milaitary|0|6|0|0|0|0|2|0|0|0|0|0|0|0|0|8
bush|0|19|0|0|0|0|0|0|1|0|0|0|0|0|0|0
pparade|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
incredibles|0|17|0|0|0|0|0|0|0|0|3|0|0|0|0|0
boy singing happy birthday|0|9|0|0|0|0|0|8|0|0|0|3|0|0|0|0
young makes|0|19|0|0|0|0|0|1|0|0|0|0|0|0|0|0
honda|0|11|0|0|0|0|0|0|0|9|0|0|0|0|0|0
people dancing and clapping|1|16|0|1|0|1|0|1|1|0|1|0|0|0|1|0
cushion|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
boy and birthday cake|0|9|0|0|0|0|0|4|0|0|0|7|0|0|0|0
universtity|0|14|2|1|0|0|0|0|0|0|0|0|0|0|0|0
crowds watch a parade going down a street|0|19|0|0|0|0|0|0|0|0|0|0|0|0|1|0
mickey mouse candy bag|0|12|0|0|0|0|0|1|0|0|2|1|0|0|0|0
kids  graduation|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
fair|0|14|0|0|0|0|0|0|0|0|1|1|0|0|0|0
kids  and grandpa are sitting at a table|0|14|0|0|0|0|0|1|0|0|0|1|0|0|0|0
brithday|0|8|0|0|0|0|0|8|0|1|0|5|0|0|0|0
woman cuts birthday card|1|9|0|0|0|1|0|10|0|0|0|2|0|0|0|0
prade|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|1
kids team pratice|13|4|0|8|13|10|0|0|0|0|0|0|0|0|0|0
jumpsuit|0|17|0|0|0|0|1|1|0|2|0|0|0|0|0|0
children playing in yard|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
pirate|0|18|0|0|0|0|0|1|0|0|1|1|0|0|0|0
nature|0|13|0|0|0|0|0|0|0|0|0|0|0|0|2|0
beautiful parade float|1|12|0|0|0|0|0|0|0|0|1|0|0|0|0|1
summer camp|1|17|0|2|1|1|0|0|0|0|1|0|0|0|0|0
silly string|0|13|0|0|1|0|0|1|0|0|0|1|0|0|0|0
eating donut|1|17|3|1|1|1|0|0|0|0|0|0|2|0|0|0
queing at a counter|0|17|1|0|0|0|0|0|0|0|1|0|0|2|0|0
kids getting diplomas|0|19|1|1|0|0|0|0|0|0|0|0|0|0|0|0
chilean parade|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
car advertising summer camp|0|20|0|0|0|0|0|0|0|0|1|0|0|0|0|0
waving hello|1|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0
little kids birthday cake with a musical candle|0|2|0|0|0|0|0|6|0|0|0|18|0|0|0|0
sons graduation|0|13|2|0|0|0|0|0|0|0|0|0|0|0|0|0
wearing uniforms|3|13|3|4|3|3|0|0|0|0|0|0|5|4|0|1
chilfdren|0|12|0|0|0|0|0|2|0|0|1|1|0|0|0|0
outdoor market of hand-made wooden goods|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
playing instruments|0|19|0|0|1|0|0|0|0|0|0|0|0|0|0|0
felicidad|0|14|0|1|0|0|0|4|0|0|1|0|0|0|0|0
kids boy chair floor door shirt eyes|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
religious parade|0|14|0|0|0|0|0|0|0|0|0|1|0|0|0|0
watercraft|0|17|0|0|0|0|0|0|0|0|0|0|0|0|3|0
posing for family photo|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
giant balloon|0|9|0|0|0|0|0|12|0|0|0|1|0|0|0|0
white caps/gowns|0|17|3|0|0|0|0|0|0|0|0|0|1|1|0|0
stadium|7|4|0|14|14|12|0|1|0|0|0|0|0|1|0|0
girls chatting|0|19|1|0|0|0|0|0|0|0|0|0|0|0|0|0
shooting basketball|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
baloon|0|3|1|0|0|0|0|16|0|0|0|1|0|0|0|0
people singing|0|17|0|0|0|0|0|3|0|0|0|3|0|0|0|0
eastern|0|18|1|0|0|0|0|0|0|0|0|0|1|0|1|0
chile|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4 vs 4 but the red child does count|2|17|0|1|1|0|0|0|0|0|0|0|0|0|0|0
greeting visitors|1|17|0|2|1|1|0|0|0|0|0|0|0|2|0|0
sky cloud float mickey road|0|13|0|0|0|0|1|0|0|0|1|0|0|0|0|0
seven dwarves dancing|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
military song being chanted|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|3
students singing at graduation|0|19|1|0|0|0|0|0|0|0|0|0|0|0|0|0
hometown float|0|19|0|0|0|0|0|0|0|0|0|0|0|0|0|1
big candle|0|0|0|1|0|0|0|5|0|0|0|17|0|0|0|1
plastic container|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
highland avenue|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
post-commencement|0|13|2|0|0|0|0|0|0|0|0|0|0|0|0|0
baseball balloon|0|3|0|0|0|14|0|7|0|0|0|0|0|0|0|0
desfile parade disney kids soldiers dancing fairy tale|0|17|0|0|0|0|0|1|0|0|3|0|0|0|0|0
cap gown group wall|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
food/drink on table|0|10|3|0|0|0|0|1|0|0|0|1|4|0|0|0
a basketball team of children are having a party and the referee whistles for a foul and explains that|20|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
children on stage|0|18|0|0|0|0|0|0|0|0|2|0|0|0|0|0
disney street parade|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
dog eating something|0|19|0|0|0|0|0|0|0|0|0|0|0|0|1|0
speech people old chairs standing banners hats gowns clapping organ music|0|20|1|0|0|0|0|0|0|0|0|0|0|0|0|0
broken glasses|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
boys and girls|0|12|0|0|1|0|0|1|0|0|1|0|0|0|0|0
girl boy chair cake table plant|0|14|0|0|0|0|0|5|0|0|0|5|0|0|0|0
child playing|2|15|0|2|2|2|0|0|0|1|2|0|0|0|0|0
handshake|4|15|0|5|4|3|0|1|0|0|0|0|0|0|0|0
a woman playing a guitar and singing with young students|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
graduate intros|0|16|4|0|0|0|0|0|0|0|0|0|0|0|0|0
main street|0|18|0|0|0|0|2|0|0|1|0|0|0|1|1|0
prison|1|17|0|0|0|0|0|0|0|1|1|0|0|0|1|0
float balloons sign street people|0|14|0|0|0|0|0|3|0|0|0|0|0|0|0|1
truck tree sky|0|14|0|0|0|0|0|0|0|1|0|0|0|0|0|0
chearing|8|11|0|8|9|8|0|0|0|0|0|0|0|0|0|0
huge parade float|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
children training football|0|4|0|9|2|0|0|0|0|0|0|0|0|0|0|0
spinning mollusk|0|20|1|0|0|0|0|0|0|0|0|0|0|0|0|0
police car|0|19|0|0|0|0|0|0|1|0|0|0|0|0|0|0
pavement|0|14|0|0|0|0|0|0|0|1|0|0|0|0|0|0
flag drill team|0|12|0|2|0|0|0|0|0|1|0|0|0|0|0|1
steps|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
people camera floor kids hat|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
after graduation|1|17|2|0|0|1|0|0|0|0|0|0|1|0|0|0
old|0|18|0|0|0|0|0|0|1|0|0|0|0|0|0|1
wall family tree window light cake table floor rug|0|11|0|0|0|0|0|0|0|0|0|4|0|0|0|0
people|3|16|2|2|3|3|0|1|2|0|1|1|3|1|1|1
crown|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
crows|0|19|0|0|0|0|0|0|0|0|1|0|0|0|0|0
baby birthday singing cupcake candle highchair|0|2|0|0|0|0|0|7|0|0|0|13|1|0|0|0
family attending graduation ceremony|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
spruce creek highg school|0|13|1|0|0|0|0|1|0|0|0|0|0|0|0|0
show race cars street bykes parade|0|15|0|0|0|0|0|0|0|5|1|0|0|0|0|0
rundlett middle school|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
man talking|0|19|1|0|0|0|0|0|0|0|0|0|1|0|0|0
trampoline|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
birthday cake and party food|0|8|0|0|0|0|0|7|0|0|0|4|0|0|0|0
child man cake table flame|0|7|0|0|0|0|0|1|0|0|0|9|0|0|0|0
graduation re h|0|16|4|0|0|0|0|0|0|0|0|0|1|0|0|0
bowing|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
baby eat plate cake chair|0|11|0|0|0|0|0|2|0|0|0|5|1|0|0|0
birthday cake candles lit|0|2|0|0|0|0|0|3|0|0|0|13|0|0|0|0
individuals graduate and walk off the stage|0|14|6|0|0|0|0|0|0|0|0|0|1|0|0|0
graduation ceremony on a field|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
loud mom yelling|1|13|0|0|2|0|0|0|0|0|0|0|0|0|0|0
car show|0|14|0|0|0|0|0|0|0|1|0|0|0|0|0|0
baby tries to say happy birthday|0|10|0|0|0|0|0|12|0|0|0|7|0|0|0|0
son|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
birthday meal|0|9|0|0|1|0|0|13|0|0|0|5|4|0|0|0
entrenador|0|19|1|0|0|0|0|0|0|0|0|0|0|0|0|0
male portrait|0|19|0|0|0|0|0|0|0|0|0|0|1|0|0|0
accepting rewards|1|19|1|0|0|0|0|0|0|0|0|0|0|0|0|0
childrens rides|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
picture taking|1|13|0|0|1|0|0|2|0|0|0|1|0|0|0|0
triplets|0|14|0|0|0|0|0|0|0|0|0|0|0|1|0|0
happy|1|14|1|1|0|0|1|5|0|0|1|2|0|0|2|0
school ceremony|0|13|2|0|0|0|0|0|0|0|0|0|0|0|0|0
happing birthday song|0|9|0|0|0|0|0|6|0|0|0|4|0|0|0|0
little boy b;owing out candle on cupcake|0|7|0|0|0|0|0|3|0|0|0|13|0|0|0|0
black and red caps gowns|0|19|1|0|0|0|0|0|0|0|0|0|0|0|0|0
strike|0|11|0|0|0|4|0|0|0|0|0|0|0|0|0|0
birthday party for a little boy|0|7|0|1|0|2|0|12|0|0|1|6|0|0|0|0
childrens' graduation ceremony|0|19|0|0|0|0|0|1|0|0|0|0|0|0|0|0
silliness|0|9|0|0|0|0|0|1|1|1|3|0|0|0|0|0
inside|3|11|1|0|0|0|1|0|0|0|0|0|0|1|0|0
2 dogs on table|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
sky tree building window people street|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
crowd waving|5|15|0|2|4|1|0|0|0|0|0|0|0|0|0|1
lays|0|19|1|0|0|0|0|0|0|0|0|0|0|0|0|0
graduation gowns|0|14|1|0|0|0|0|0|0|0|0|0|0|0|0|0
students singing at a graduation ceremony|0|13|2|0|0|0|0|0|0|0|0|0|0|0|0|0
kids make a lot of noise|0|14|0|1|0|0|0|0|0|0|0|0|0|0|0|0
tournament|14|4|0|8|14|10|0|0|0|1|0|0|0|0|0|0
childrens fancy dress party|0|15|0|0|0|0|0|4|1|0|0|2|0|0|0|0
third birthday|0|9|0|0|0|0|0|12|0|0|0|6|0|0|0|0
crutches|0|14|0|0|0|0|0|0|0|0|0|0|0|1|0|0
floor|3|15|0|0|0|0|0|0|1|0|0|0|0|1|0|0
computer science|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
disney balloon|0|9|0|0|0|0|0|7|0|0|0|0|0|0|0|0
dad boy wall flower chair map|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0
small gathering of family friends to celebrate a birthday|0|8|0|0|0|0|0|12|0|0|0|6|0|0|0|0
rehearsing|0|14|0|0|0|0|0|1|0|0|0|0|0|0|0|0
palms|0|13|0|1|0|0|0|0|0|0|0|0|0|0|1|0
models|0|14|0|0|0|0|0|0|0|0|1|0|0|0|0|0
singing at a street parade|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|1
school kids|0|15|1|0|0|0|0|0|0|0|0|0|0|0|0|0
peacock|0|14|0|0|0|0|0|0|0|0|0|0|0|0|1|0
thanking teachers|0|12|3|0|0|0|0|0|0|0|0|0|0|0|0|0
children kicking ball|0|4|0|4|18|0|0|0|0|0|0|0|0|0|0|0
micky mouse|0|16|0|0|0|0|0|0|0|0|4|0|0|0|0|0
woman talking|0|15|1|0|0|0|0|0|0|0|0|0|0|0|0|0
ballet|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0
a little girl excited about opening her present|0|14|0|0|0|0|1|6|0|0|0|4|0|0|0|0
a school dignitary making a speech as graduating students enter the venue|0|19|0|0|0|0|0|0|0|0|1|0|0|0|0|0
latin kids|0|13|1|0|1|0|0|0|0|0|0|0|0|0|0|0
icing|0|10|4|0|0|0|0|1|0|0|0|1|4|0|0|0
little boy on stage speaking foreign language|1|18|0|0|0|0|0|1|0|0|0|1|0|0|0|0
crowd watch event on the street|0|14|0|0|0|0|0|0|0|1|0|0|0|0|0|0
ghostbusters|1|16|0|0|0|0|0|0|4|0|0|0|0|0|0|1
cum laude|0|12|3|0|0|0|0|0|0|0|0|0|0|0|0|0
minnie|0|11|0|0|0|1|0|0|0|0|3|0|0|0|0|0
crustacean|0|13|3|0|0|0|0|1|0|0|1|1|2|0|3|0
childrens scholl graduation|0|19|0|0|0|0|0|0|0|0|0|0|0|0|0|1
foam containers|0|19|2|0|0|0|0|0|0|0|0|0|1|1|0|0
